Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.023240583,-2.639910278,10.61218185,6.195915527,12.56888616
2.033188583,-2.116448822,9.384285278,3.958667908,10.40265434
2.043135583,-1.502575378,8.216713257,2.484683075,8.714686426
2.053082583,-1.146316223,6.727460175,1.2461586,6.937266936
2.063030583,-0.785267029,4.995861053,0.125588837,5.058759189
2.072977583,-0.39083725,3.464844818,-0.176932068,3.491304674
2.082924583,0.227826233,2.055525513,0.91384964,2.261019923
2.092872583,1.049317932,0.585582275,2.579136658,2.84533313
2.102819583,1.375938721,-0.817749481,3.827091522,4.148319069
2.112766583,1.080602875,-1.850152588,4.18185379,4.698794345
2.122714583,0.432450714,-2.446213074,3.427572327,4.233110449
2.132661583,-0.529449005,-2.87372406,1.841320953,3.453848444
2.142609583,-1.210083618,-3.333717499,0.213755493,3.552979895
2.152556583,-1.310075684,-3.667822723,-0.84125061,3.984585853
2.162503583,-0.761316833,-3.440595245,-1.086141357,3.687411289
2.172451583,0.18022522,-2.628384247,-0.821641388,2.759706406
2.182398584,0.706830139,-1.849404144,-0.770148468,2.124390077
2.192345583,0.559985504,-1.56903717,-0.928668823,1.907324616
2.202293583,0.143551483,-1.417701874,-0.993633728,1.737179788
2.212240583,-0.122295685,-1.243314514,-1.0975177,1.662928837
2.222188583,0.16615448,-1.047521667,-1.278042297,1.660813376
2.232135583,0.850830688,-0.963396606,-1.341959381,1.858198284
2.242082583,1.335223389,-0.664168854,-1.17011673,1.895551351
2.252030583,1.397643585,0.146994324,-0.729882202,1.583585473
2.261977583,1.474134521,1.294657745,-0.361947327,1.995048153
2.271924583,1.300345917,2.776276703,-0.367036743,3.087608752
2.281872583,0.479003906,4.142335968,-0.969084778,4.281064975
2.291819583,-1.065035248,4.734654236,-2.101779327,5.28854679
2.301766583,-3.073408813,5.0828302,-3.251837769,6.771665486
2.311714583,-4.483027496,6.29276413,-2.631827087,8.162287041
2.321661583,-4.405638428,8.359366608,0.921034698,9.494048923
2.331609583,-3.481160889,11.3202095,6.179150391,13.3584252
2.341556583,-1.881287842,15.08383301,12.04200851,19.39255608
2.351504083,0.454454956,19.25835205,17.24923004,25.85781487
2.361452083,2.371668091,23.24845459,19.93210098,30.71488401
2.371399083,2.875670013,27.21161316,19.02289169,33.32584248
2.381346083,3.060385895,30.97059631,17.9862973,35.9451066
2.391294083,4.665498047,33.10171463,20.40661423,39.16529443
2.401241083,7.684869232,33.22445938,24.0976387,41.75665345
2.411188083,11.02816681,32.63708084,27.30861145,43.96088908
2.421136083,12.7654541,30.71373047,26.71060501,42.65848659
2.431083083,12.25666214,28.02711731,21.2510083,37.24715325
2.441031083,8.817863159,25.29649567,12.98669403,29.77115425
2.450978083,4.066593475,22.24060043,5.510640564,23.27119785
2.460925083,0.947230225,19.31104248,1.913021851,19.42867107
2.470873083,-1.172661438,16.37998764,1.649270325,16.50452128
2.480820083,-2.624791718,13.1410231,1.993704071,13.54809491
2.490767083,-2.918031921,10.04246658,2.103725281,10.66731951
2.500715083,-2.455793152,7.704029388,2.454146576,8.450196698
2.510662084,-1.669777679,5.60584259,3.018023987,6.581952403
2.520610083,-1.217717743,3.165167999,3.144361267,4.624730559
2.530557083,-1.050814819,0.971030731,3.034639435,3.355018475
2.540504084,-1.128802643,-0.378562775,2.833158417,3.07315665
2.550452083,-0.997675323,-1.142124939,2.504591675,2.927931844
2.560399083,-0.334254913,-1.709594879,2.122436371,2.745756207
2.570346083,0.580492859,-2.084565125,1.788480835,2.807320326
2.580294083,1.515149231,-2.226470032,1.273252258,2.978928886
2.590241083,2.519111481,-1.789229279,0.874331818,3.211186726
2.600188083,2.487826538,-1.178648987,0.011526031,2.752930651
2.610136083,0.936752014,-0.710871735,-1.510508881,1.914283165
2.620083083,-0.923579407,-0.686622162,-2.998863831,3.212107282
2.630031083,-2.062261505,-1.355431366,-3.816763,4.545084873
2.639978083,-2.403551788,-2.117197266,-4.007017365,5.129890215
2.649925083,-2.413730621,-2.386786652,-3.324885864,4.751600998
2.659873083,-2.306553497,-2.212399292,-2.394420776,3.993513555
2.669820083,-1.718276825,-1.918410645,-1.488504639,2.974629508
2.679767083,-0.906514893,-1.511107635,-0.185614014,1.771910861
2.689715083,-0.361797638,-1.160836029,1.142723694,1.668608779
2.699662083,0.055833893,-0.646804962,1.855092316,1.965411301
2.709610083,0.573158112,-0.272134094,2.272574158,2.359483098
2.719557083,1.206640778,-0.242645416,2.759960632,3.02195987
2.729504083,1.758543091,0.011825409,3.067570953,3.535902317
2.739452083,1.84177002,0.55115387,3.089575195,3.638868269
2.749399083,1.510957947,1.027762756,3.160228271,3.650525021
2.759346084,1.202000427,1.311422882,3.62141922,4.034762963
2.769294083,0.9595047,1.351988525,4.915328522,5.187386309
2.779241083,1.04018692,1.065035248,6.855294342,7.015080144
2.789188083,1.305285645,0.450263672,8.46085556,8.572781626
2.799136083,1.220861206,0.035925293,9.051527252,9.133561097
2.809083083,1.487456818,0.785716095,9.068591766,9.223298444
2.819031083,2.120041351,2.2945784,9.022787018,9.548316654
2.828978083,2.363135834,3.831282806,8.40936264,9.538370874
2.838925083,2.235301666,5.650749207,7.981252899,10.03134776
2.848873083,1.607507172,7.585924988,8.394992523,11.42830857
2.858820083,0.961001587,9.306147766,9.505084076,13.33696118
2.868767083,0.947679291,10.40546173,11.41196869,15.47271014
2.878715083,2.563718719,10.71471863,13.98960846,17.80693668
2.888662083,4.697381744,10.1391655,19.38798248,22.37771072
2.898609083,4.303101654,9.509125671,28.11513428,29.99001384
2.908557083,3.749702454,7.147337036,37.75868042,38.61169049
2.918504083,3.297941895,3.837270355,42.26655624,42.56833144
2.928452083,0.86819458,3.474424896,37.0621788,37.2348021
2.938399083,-0.540675659,6.346652069,27.26385452,27.99803718
2.948346083,1.648970947,8.860674133,20.56737991,22.45546187
2.958294083,4.068240051,10.41549088,18.9829248,22.03144256
2.968241083,5.506748657,10.71486832,20.23911255,23.553224
2.978188084,6.144572296,9.383387146,21.0519223,23.85345165
2.988136083,5.310955811,7.213649139,20.07295807,21.98105164
2.998083083,3.226989441,4.398153992,18.51933884,19.3060387
3.008030083,0.359552307,1.446442108,17.47391281,17.53736302
3.017978083,-1.808239746,-0.42361908,17.16974533,17.2698969
3.027925083,-2.881507874,-1.761237488,16.45453262,16.79752032
3.037873083,-2.755919037,-2.542313232,14.5968956,15.07076002
3.047820083,-1.13613739,-1.876048737,11.74951675,11.95246882
3.057767083,1.292412415,-0.797541504,9.15121994,9.27638015
3.067715083,2.678679657,-0.191002808,7.12353653,7.612921874
3.077662083,2.246977386,0.011376343,4.981790314,5.465095747
3.087609083,0.950822754,0.099542999,2.777174835,2.937119811
3.097557083,-0.195942535,-0.099243622,1.040486298,1.063416433
3.107504083,-0.804576874,-0.515228577,-0.476608887,1.06768931
3.117452083,-1.209335175,-0.588725739,-1.832489319,2.273127067
3.127399083,-1.301992493,-0.297730865,-3.262465668,3.525267416
3.137346083,-0.903820496,-0.17663269,-4.367617493,4.463650206
3.147294083,-0.451161804,-0.048050079,-4.6581633,4.680207379
3.157241083,-0.270786896,0.139509888,-4.409380646,4.419889844
3.167188083,-0.126936035,0.312849426,-3.972588959,3.986909901
3.177136083,-0.039517822,0.517922974,-3.442990265,3.481951727
3.187083083,-0.223784637,0.484542389,-2.785407715,2.83608128
3.197030084,-0.416733398,0.36269577,-2.058668976,2.131509535
3.206978083,-0.560883636,0.210911407,-1.528022461,1.641318591
3.216925083,-0.478704529,0.362995148,-0.910257111,1.090638121
3.226873084,-0.229622498,0.576750641,0.101189575,0.62897307
3.236820083,0.327967987,0.844094696,1.348845062,1.624635916
3.246767083,0.807420959,0.922531586,1.986668701,2.33449045
3.256715083,0.723295898,0.916544037,1.368603973,1.79896825
3.266662083,0.370778961,0.855021973,0.281265106,0.973472995
3.276609083,0.372275848,0.635877686,0.087567902,0.742022827
3.286557083,0.367485809,0.509839783,1.021775208,1.199586178
3.296504083,0.191601563,0.425714722,2.446362762,2.490508974
3.306452083,-0.134420471,0.36509079,3.334016876,3.356639492
3.316399083,-0.149239655,0.675545197,3.760929108,3.824032105
3.326346083,0.684376831,1.368753662,4.727469177,4.96898612
3.336294083,2.201172638,2.219734039,5.574857025,6.391510857
3.346241083,3.010240173,3.283422089,6.753056946,8.08988162
3.356187625,2.240840149,4.364623718,8.042475586,9.420866113
3.366135625,-0.084723816,5.738317108,9.281299438,10.91228577
3.376082625,-2.421813812,8.087082825,10.65813629,13.59639511
3.386030625,-2.596201172,10.44512924,12.46413071,16.46801566
3.395977625,0.519868927,11.76029434,15.98091751,19.84853927
3.405924625,4.932842102,12.11475723,23.34395599,26.75893412
3.415872625,6.244115295,11.88109314,33.51859772,36.10603472
3.425819625,3.772904205,9.046737213,40.73793503,41.90056814
3.435766625,-2.264341278,5.647755432,40.61683685,41.07008423
3.445714625,-6.885681152,4.85006424,33.53775787,34.57914012
3.455661625,-4.799768829,6.72686142,29.89418472,31.01533049
3.465608625,0.265547791,9.418563995,33.1008165,34.41575099
3.475556625,3.682641907,10.41339523,35.98906036,37.64589111
3.485503625,3.715274048,9.991722107,34.88735138,36.47965266
3.495451625,1.974992981,8.700656891,31.0252327,32.28261284
3.505398625,-0.012424164,7.092101898,26.8329007,27.75432621
3.515345625,-1.001417542,5.919590149,23.65201538,24.4020945
3.525293625,-1.332828369,4.691094818,21.82147202,22.35977287
3.535240625,-1.9681073,3.477568359,20.11187714,20.50498793
3.545187625,-2.186802521,2.490371246,16.13509689,16.47195817
3.555135625,-0.30192215,2.419568481,11.47079636,11.72708991
3.565082625,2.584076385,2.501747589,8.056845703,8.823205452
3.575029625,3.967050476,1.425036621,4.750970306,6.351372899
3.584977625,2.155218201,0.250129852,1.466500397,2.618807715
3.594924625,-0.112266541,-1.284179535,-2.510130157,2.821785651
3.604872625,-0.827329559,-2.371368713,-5.867797852,6.382704396
3.614819625,-1.424288177,-2.826422424,-8.558602295,9.125071713
3.624766625,-2.011217651,-3.006797333,-10.89389603,11.47879773
3.634714625,-2.372865601,-2.758014679,-12.47625549,12.99592579
3.644661625,-1.448238373,-1.700314178,-12.96468979,13.15566965
3.654608625,-1.39000946,-1.26951004,-13.64637222,13.77560369
3.664556625,-1.422042847,-1.739832001,-13.80504227,13.98672275
3.674503625,-1.718576202,-1.485510864,-13.11871948,13.31394185
3.684451625,-1.891316986,-1.538201294,-11.94306427,12.18933662
3.694398625,-1.480870514,-1.71184021,-10.41294617,10.65611666
3.704345625,-1.433419189,-1.596729584,-8.680598602,8.941869381
3.714293625,-1.539398804,-1.551224213,-7.005132751,7.338114887
3.724240625,-1.445244598,-1.459015961,-5.290298767,5.674920314
3.734187625,-1.054107971,-1.150806885,-3.583398285,3.908483513
3.744135625,-0.499960327,-0.764460297,-2.560425568,2.718481003
3.754082625,-0.136366425,-0.495469666,-1.846859436,1.917022631
3.764030625,0.007783813,-0.403860168,-1.005608826,1.08370325
3.773977625,0.24803421,-0.431402893,0.340392151,0.602906495
3.783924625,0.582588501,-0.614921265,2.306403809,2.457038065
3.793872625,0.713566132,-0.808319092,4.087549896,4.227365673
3.803819625,0.878373413,-0.847836914,5.579347687,5.711347292
3.813766625,0.938099213,-0.665965118,7.033124542,7.126596698
3.823714625,1.215023346,-0.365689545,8.067323914,8.166500211
3.833661625,2.223625946,0.357756042,8.608897705,8.898630312
3.843609625,3.271896057,1.273851013,9.094936981,9.749147599
3.853556625,3.305725708,1.676513672,9.787696381,10.46601744
3.863503625,2.942880249,2.166744232,10.80258591,11.40399873
3.873451625,2.036664734,3.309318237,12.17253708,12.77772473
3.883398625,0.375419312,4.488865356,12.57939102,13.36158412
3.893345625,-1.242117004,5.667364655,11.6082106,12.97738148
3.903293625,-1.458566895,7.487579498,11.12741043,13.49112772
3.913240625,1.848506012,8.434510345,13.80713791,16.28480876
3.923187625,6.982529755,7.095095673,21.96951416,24.11961146
3.933135625,7.245383148,5.955216064,33.39914612,34.69096621
3.943082625,4.3807901,2.976260834,41.99442215,42.32707103
3.953030625,1.611997833,-0.687819672,43.93573517,43.97067725
3.962977625,2.092798004,-0.311651917,41.69489502,41.74854729
3.972924625,5.127437439,2.070793762,43.22246841,43.57476996
3.982872625,7.147636414,3.726500702,46.40829346,47.10313382
3.992819625,7.264094238,4.236340485,43.79891968,44.59886782
4.002766625,4.798421631,4.94945755,37.4723259,38.10114419
4.012714625,3.042572937,5.21740036,31.11459686,31.69537276
4.022661625,2.617606659,5.604495392,25.37777664,26.12075383
4.032609625,2.589465179,6.348448334,20.5104982,21.62611067
4.042556625,2.611768799,6.019133148,17.88031769,19.04618231
4.052503625,2.027234344,4.985233154,15.95083008,16.8342273
4.062451625,1.589843903,4.072431335,13.44129868,14.13438399
4.072398625,1.713786163,3.485202484,10.76920532,11.44812136
4.082345625,1.783990173,2.815644836,8.325986023,8.968417923
4.092293625,1.696272583,1.868414612,5.671855316,6.207918859
4.102240625,1.779948578,0.757873993,2.706970825,3.327203176
4.112187625,1.811981964,-0.212258606,0.467178497,1.883238727
4.122135625,1.00276474,-1.382525024,-1.167572021,2.068849195
4.132082625,-0.297730865,-2.360890503,-2.754871216,3.64029711
4.142030625,-1.299747162,-2.989134064,-4.531077576,5.58166007
4.151977625,-1.706900482,-3.321443024,-6.086044006,7.140407878
4.161924625,-1.951342163,-3.248993683,-7.054829407,8.008390234
4.171872625,-2.038910065,-2.902464294,-7.776628418,8.547362329
4.181819625,-1.809886322,-2.540067902,-8.709039459,9.250675745
4.191766625,-1.415606232,-1.940414886,-9.82287323,10.11226925
4.201714625,-1.279838562,-1.174906769,-10.30112869,10.44660926
4.211661625,-1.222807159,-0.746198273,-9.878108368,9.981437479
4.221609625,-1.144070892,-0.647254028,-9.061406708,9.156250734
4.231556625,-1.143023071,-0.552950134,-8.184380493,8.282290725
4.241503625,-1.279688873,-0.720152435,-7.191644897,7.34002585
4.251451625,-1.048270111,-0.609831848,-6.063141632,6.183239568
4.261398625,0.099393311,-0.205522614,-4.908143463,4.913449993
4.271345625,1.170565796,0.068557434,-3.808230743,3.984663825
4.281293625,1.597328339,0.06316864,-2.49576004,2.96382629
4.291240625,1.778601379,-0.078137512,-0.871487732,1.982175372
4.301188625,1.641486511,-0.382454681,0.740959167,1.841132814
4.311135625,1.338516541,-0.846040649,2.169887695,2.686228568
4.321082625,0.91145462,-1.286275177,3.247347107,3.609780684
4.331030625,0.598305817,-1.499132538,3.971840515,4.28729347
4.340977625,0.616567841,-1.413211212,4.148323517,4.425597116
4.350924625,1.286873932,-0.757574615,3.976780243,4.247910653
4.360872083,2.308948517,0.174537048,3.77589798,4.429346677
4.370819083,2.680775299,0.762364655,3.795207825,4.708647205
4.380767083,2.462828522,0.989592133,4.96352829,5.628625942
4.390714083,1.651665344,1.344055023,6.644083557,6.976985641
4.400661083,0.666114807,2.251767426,7.614066467,7.967946639
4.410609083,0.014669495,3.910019073,7.394173737,8.364345138
4.420556083,0.060174866,6.103258209,7.361840973,9.562953743
4.430503083,1.14077774,8.004454651,9.968220978,12.83503399
4.440451083,3.995641022,7.907007294,16.21787476,18.47986399
4.450398083,7.756869507,5.522615662,27.96424805,29.54094577
