"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.100764833E0,-3.745960236E0,-6.406228180E0,3.303779755E0,8.123234470E0
3.110767833E0,-3.644770660E0,-5.626050568E0,2.718945923E0,7.233910774E0
3.120770833E0,-3.839964752E0,-5.128934326E0,1.380279694E0,6.554118450E0
3.130772833E0,-4.595294037E0,-5.575755157E0,-7.828720093E-2,7.225780356E0
3.140775833E0,-5.123246155E0,-6.885082397E0,-7.932005310E-1,8.618652903E0
3.150778833E0,-5.005141754E0,-8.362510071E0,-1.157842255E0,9.814459606E0
3.160781833E0,-4.209695892E0,-1.009126511E1,-1.213077393E0,1.100121483E1
3.170784833E0,-3.173849945E0,-1.210368027E1,-5.691165161E-1,1.252582505E1
3.180787833E0,-2.505040741E0,-1.438568481E1,-2.442919922E-1,1.460420608E1
3.190790833E0,-2.419867859E0,-1.685794373E1,-1.416055298E-1,1.703132641E1
3.200793833E0,-2.760260010E0,-1.910147827E1,4.861889648E-1,1.930600651E1
