"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.510872833E0,3.269950104E0,1.669328613E0,9.497899017E0,1.018279517E1
1.520819833E0,3.149450684E0,1.509760437E0,9.785451050E0,1.039006585E1
1.530767833E0,3.165167999E0,1.321302338E0,1.003647903E1,1.060636789E1
1.540714833E0,3.404370575E0,1.144370270E0,1.007075775E1,1.069202899E1
1.550662833E0,3.586691437E0,8.904981995E-1,1.013931519E1,1.079180499E1
1.560609833E0,3.673061829E0,6.563850403E-1,1.016655853E1,1.082964159E1
1.570557833E0,3.764821014E0,5.831872559E-1,1.020637573E1,1.089422279E1
1.580504833E0,3.830833740E0,5.713618469E-1,1.018242554E1,1.089419714E1
1.590452833E0,3.797153778E0,5.989045715E-1,1.008572662E1,1.079346770E1
1.600399833E0,3.775149536E0,6.372248840E-1,9.955796814E0,1.066656926E1
1.610347833E0,3.718118134E0,6.412664795E-1,9.814490662E0,1.051474451E1
1.620294833E0,3.511098633E0,6.375242615E-1,9.682465210E0,1.031912706E1
1.630242833E0,3.316652985E0,6.113287354E-1,9.617500305E0,1.019167415E1
1.640189833E0,3.300785980E0,6.351292419E-1,9.486372986E0,1.006428585E1
1.650137833E0,3.301684113E0,6.370751953E-1,9.385333099E0,9.969526577E0
1.660084833E0,3.181184692E0,6.321354675E-1,9.401200104E0,9.944953227E0
1.670032833E0,3.004102936E0,6.375242615E-1,9.507179718E0,9.990872726E0
1.679979833E0,2.849474487E0,6.412664795E-1,9.586514740E0,1.002157634E1
1.689927833E0,2.672392731E0,6.316864014E-1,9.708211670E0,1.008910722E1
1.699874833E0,2.457739105E0,6.224057007E-1,9.840087433E0,1.016145615E1
1.709822833E0,2.330054626E0,6.337820435E-1,1.000639160E1,1.029362459E1
1.719769833E0,2.203417969E0,5.703140259E-1,1.017494110E1,1.042639608E1
1.729717833E0,1.933978271E0,4.996609497E-1,1.026176056E1,1.045436095E1
1.739664833E0,1.712289276E0,4.037104797E-1,1.025951523E1,1.040925403E1
1.749612833E0,1.593436432E0,3.691323853E-1,1.013123199E1,1.026241493E1
1.759560583E0,1.598226471E0,4.137396240E-1,1.001657043E1,1.015170880E1
1.769508583E0,1.678309937E0,4.598437500E-1,9.906399536E0,1.005807796E1
1.779455583E0,1.865570526E0,5.194198608E-1,9.594747620E0,9.788224163E0
1.789403583E0,2.092798004E0,5.632786560E-1,9.328301697E0,9.576758266E0
1.799350583E0,2.376757507E0,6.180647278E-1,9.076076202E0,9.402453908E0
1.809298583E0,2.656226349E0,7.183561707E-1,8.800199890E0,9.220362906E0
1.819245583E0,2.824925537E0,8.196954346E-1,8.670270081E0,9.155636961E0
1.829193583E0,2.962489471E0,8.890013123E-1,8.685837708E0,9.220110839E0
1.839140583E0,3.066972198E0,9.861492920E-1,8.743467865E0,9.318102768E0
1.849088583E0,3.083887024E0,1.106349335E0,8.737031250E0,9.331135145E0
1.859035583E0,2.988235931E0,1.239123230E0,8.632099457E0,9.218357847E0
1.868983583E0,2.760709076E0,1.306632843E0,8.546776886E0,9.076133490E0
1.878930583E0,2.591560822E0,1.411414948E0,8.430917816E0,8.932449545E0
1.888878583E0,2.543510742E0,1.557361450E0,8.329279175E0,8.847130221E0
1.898825583E0,2.570454712E0,1.664987640E0,8.206534424E0,8.759373751E0
1.908773583E0,2.682721252E0,1.709295502E0,8.132588196E0,8.732564067E0
1.918720583E0,2.789598999E0,1.753154297E0,8.234526215E0,8.869207098E0
1.928668583E0,2.846780090E0,1.744921417E0,8.380323029E0,9.021015558E0
1.938615583E0,2.805316315E0,1.734143829E0,8.516090698E0,9.132406869E0
1.948563583E0,2.719245300E0,1.736987915E0,8.765771484E0,9.340780039E0
1.958510583E0,2.494412842E0,1.792971497E0,9.090296631E0,9.595328814E0
1.968458583E0,2.245330811E0,1.912572784E0,9.419911194E0,9.870874936E0
1.978405583E0,2.129322052E0,2.005529480E0,9.595795441E0,1.003172224E1
1.988353583E0,2.110311584E0,2.033521271E0,9.555978241E0,9.995266074E0
