"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.536519917E0,-1.939816132E0,1.609153748E-1,1.025292892E1,1.043605921E1
2.546467917E0,-1.867815857E0,4.456233215E-1,1.045890060E1,1.063371610E1
2.556414917E0,-1.828597412E0,6.839277649E-1,1.066696793E1,1.084415651E1
2.566362917E0,-1.829645233E0,7.896080017E-1,1.084898941E1,1.103048746E1
2.576310917E0,-1.824555817E0,7.759863281E-1,1.087428680E1,1.105356378E1
2.586258917E0,-1.814826050E0,7.831713867E-1,1.088596252E1,1.106395639E1
2.596205917E0,-1.788630524E0,8.035290527E-1,1.092817474E1,1.110269613E1
2.606153917E0,-1.799707489E0,8.584648132E-1,1.097667389E1,1.115631115E1
2.616101917E0,-1.759141846E0,9.035211182E-1,1.100676132E1,1.118301056E1
2.626049917E0,-1.664987640E0,9.180409241E-1,1.100736008E1,1.117036073E1
2.635996917E0,-1.540746002E0,9.376501465E-1,1.112696136E1,1.127219390E1
2.645944917E0,-1.471739502E0,8.770262146E-1,1.111812973E1,1.124935557E1
2.655892917E0,-1.483564911E0,7.502398682E-1,1.098969681E1,1.111473169E1
2.665839917E0,-1.458866272E0,6.673123169E-1,1.080408279E1,1.092253641E1
2.675787917E0,-1.384321289E0,6.526428223E-1,1.061831909E1,1.072804681E1
2.685735917E0,-1.274898834E0,6.367758179E-1,1.040980270E1,1.050689501E1
2.695683917E0,-1.209335175E0,5.911207581E-1,1.017838394E1,1.026700614E1
2.705630917E0,-1.168021088E0,5.528004456E-1,9.977651367E0,1.006098347E1
2.715578917E0,-1.059496765E0,5.355862427E-1,9.810598755E0,9.882167472E0
2.725526917E0,-9.898915100E-1,5.703140259E-1,9.675579529E0,9.742791310E0
2.735473917E0,-9.782157898E-1,5.310955811E-1,9.555678864E0,9.620289351E0
2.745421917E0,-1.012045441E0,5.065466309E-1,9.398206329E0,9.466103088E0
2.755369917E0,-1.068927155E0,5.053491211E-1,9.264085236E0,9.339232209E0
2.765317917E0,-1.111289062E0,5.252577209E-1,9.169481964E0,9.251500340E0
2.775264917E0,-1.153351593E0,5.553451538E-1,9.094487915E0,9.184135157E0
2.785212917E0,-1.181193695E0,5.800437927E-1,9.123976593E0,9.218384794E0
2.795160917E0,-1.214723969E0,5.221142578E-1,9.165739746E0,9.260612437E0
2.805107917E0,-1.268761597E0,4.544549561E-1,9.139095154E0,9.237929721E0
2.815055917E0,-1.366508331E0,4.559518433E-1,9.141939240E0,9.254744198E0
2.825003917E0,-1.478924561E0,5.176235962E-1,9.191336517E0,9.323937957E0
2.834951917E0,-1.554966431E0,6.292913818E-1,9.268575897E0,9.419152160E0
2.844898917E0,-1.584754486E0,7.544311523E-1,9.399553528E0,9.562019644E0
2.854846917E0,-1.487606506E0,8.976832581E-1,9.516610107E0,9.673917319E0
2.864794917E0,-1.376986542E0,1.015488281E0,9.493707733E0,9.646646822E0
2.874742917E0,-1.307530975E0,1.127305756E0,9.384734344E0,9.542205942E0
2.884689917E0,-1.327589264E0,1.264869690E0,9.201814728E0,9.382738559E0
2.894637917E0,-1.453178101E0,1.359772339E0,8.992549896E0,9.210139035E0
2.904585917E0,-1.619033203E0,1.381776581E0,8.819360046E0,9.072578832E0
2.914532917E0,-1.819167023E0,1.367406464E0,8.752449188E0,9.043480297E0
2.924480917E0,-1.985620880E0,1.290616150E0,8.784632263E0,9.098249520E0
2.934428917E0,-2.151176605E0,1.191971283E0,8.841513977E0,9.177185066E0
2.944376917E0,-2.293231201E0,1.115031281E0,8.937464447E0,9.294109685E0
2.954323917E0,-2.326162720E0,1.038540344E0,9.059011688E0,9.410382129E0
2.964271917E0,-2.323917389E0,9.868977356E-1,9.187893677E0,9.528480959E0
2.974219917E0,-2.384541321E0,9.033714294E-1,9.416917419E0,9.756046891E0
