"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.852384333E0,-1.013242950E0,-1.983375549E0,-9.782157898E-1,2.432559553E0
2.862331333E0,-1.864373016E0,-1.909579010E0,-1.030307465E0,2.860753784E0
2.872278333E0,-2.159409485E0,-1.667232971E0,-9.607022095E-1,2.892345733E0
2.882226333E0,-2.034419403E0,-1.326990509E0,-6.321354675E-1,2.509852858E0
2.892173333E0,-1.955683136E0,-9.725276184E-1,-1.595681763E-1,2.189969977E0
2.902120333E0,-2.046244812E0,-7.587721252E-1,2.035766602E-1,2.191870531E0
2.912068333E0,-2.180964661E0,-1.246907043E-1,4.761598206E-1,2.235818149E0
2.922015333E0,-2.003284149E0,1.494192810E0,9.154962158E-1,2.661558351E0
2.931962333E0,-2.001188507E0,3.893703003E0,1.808389435E0,4.736660307E0
2.941910333E0,-1.991758118E0,7.085515594E0,2.893632660E0,7.908523352E0
2.951857333E0,-1.844165039E0,1.075797867E1,3.940854950E0,1.160454167E1
2.961804333E0,-1.653611298E0,1.457983109E1,4.962480469E0,1.548974232E1
2.971752333E0,-2.035916290E0,1.871752670E1,6.005960541E0,1.976264970E1
2.981699333E0,-3.208428040E0,2.340547806E1,5.600603485E0,2.427915099E1
2.991646333E0,-5.559588776E0,2.786081314E1,3.755989380E0,2.865730958E1
3.001594333E0,-9.003626862E0,3.110950745E1,1.475332031E0,3.241979881E1
3.011541333E0,-9.457483063E0,3.431583984E1,-2.874023438E-2,3.559524794E1
3.021488333E0,-6.375092926E0,3.759447189E1,4.754113770E-1,3.813413356E1
3.031436333E0,-3.018173676E0,4.001912979E1,2.797682190E0,4.023017707E1
3.041383333E0,-1.275946655E0,4.226401154E1,5.694009247E0,4.266493235E1
3.051330333E0,-2.329605560E0,4.410623062E1,9.417815552E0,4.516062324E1
3.061278333E0,-5.462889862E0,4.469705200E1,1.318503159E1,4.692030138E1
3.071225333E0,-9.617051239E0,4.349370438E1,1.559936096E1,4.719671659E1
3.081172333E0,-1.311886917E1,4.044619171E1,1.653311920E1,4.562174024E1
3.091120333E0,-1.281021103E1,3.621284500E1,1.612581619E1,4.165949589E1
3.101067333E0,-8.726702728E0,3.130919220E1,1.471200623E1,3.567721940E1
3.111014333E0,-4.200714569E0,2.592099701E1,1.236174362E1,2.902338358E1
3.120962333E0,-1.055305481E0,2.064746338E1,9.226812744E0,2.263990917E1
3.130909333E0,3.023712158E-1,1.601504654E1,5.737718353E0,1.701453954E1
3.140856333E0,2.594105530E-1,1.198482742E1,2.027982788E0,1.215796432E1
3.150804333E0,-3.935316467E-1,8.384813690E0,-1.384620667E0,8.507475664E0
3.160751333E0,-8.292755127E-1,5.140759735E0,-4.002227325E0,6.567566680E0
3.170698333E0,-8.009843445E-1,2.410437469E0,-5.614075470E0,6.161950024E0
3.180646333E0,-3.266207886E-1,1.529818726E-1,-6.223308563E0,6.233751203E0
3.190593333E0,2.263293457E-1,-1.572180634E0,-5.865103455E0,6.076381773E0
3.200540333E0,1.737886047E-1,-3.038082275E0,-4.679119720E0,5.581604406E0
